exp-id,피쳐명,설명,used_in_ml,원천 데이터,계산 방식,데이터 타입,단위 (보류),time window,결측 처리,이상치 처리,누수 위험,품질 기준,사용 여부,비고,담당파트
ml-09,topology__train_graph__sender__weak_component_size__wtrain,train graph 기준 sender 계좌 weak component size,,,train split edge만 사용해 weakly connected component size를 계산한 뒤 validation/test에는 frozen score로 join,numeric / int,개,train split 기준 frozen score,train graph에 없는 계좌는 결측 또는 unseen_account flag 정책 확인 필요,,중간: train split graph만 사용하고 validation/test edge 미포함 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",선택 실험 후보,directed/weak 기준 metadata 기록 필요,ML
ml-09,topology__train_graph__receiver__pagerank__wtrain,train graph 기준 receiver 계좌 PageRank,,,train split edge만 사용해 PageRank를 계산한 뒤 validation/test에는 frozen score로 join,numeric,score,train split 기준 frozen score,train graph에 없는 계좌는 결측 또는 unseen_account flag 정책 확인 필요,,중간: train split graph만 사용하고 validation/test edge 미포함 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",선택 실험 후보,전체 데이터 PageRank와 혼동 금지,ML
ml-09,topology__train_graph__receiver__in_centrality__wtrain,train graph 기준 receiver 계좌 in-centrality,,,train split edge만 사용해 in centrality를 계산한 뒤 validation/test에는 frozen score로 join,numeric,score,train split 기준 frozen score,train graph에 없는 계좌는 결측 또는 unseen_account flag 정책 확인 필요,,중간: train split graph만 사용하고 validation/test edge 미포함 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",선택 실험 후보,전체 데이터 중심성과 혼동 금지,ML
ml-09,topology__train_graph__receiver__out_centrality__wtrain,train graph 기준 receiver 계좌 out-centrality,,,train split edge만 사용해 out centrality를 계산한 뒤 validation/test에는 frozen score로 join,numeric,score,train split 기준 frozen score,train graph에 없는 계좌는 결측 또는 unseen_account flag 정책 확인 필요,,중간: train split graph만 사용하고 validation/test edge 미포함 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",선택 실험 후보,전체 데이터 중심성과 혼동 금지,ML
ml-09,topology__train_graph__receiver__weak_component_size__wtrain,train graph 기준 receiver 계좌 weak component size,,,train split edge만 사용해 weakly connected component size를 계산한 뒤 validation/test에는 frozen score로 join,numeric / int,개,train split 기준 frozen score,train graph에 없는 계좌는 결측 또는 unseen_account flag 정책 확인 필요,,중간: train split graph만 사용하고 validation/test edge 미포함 검증 필요,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",선택 실험 후보,directed/weak 기준 metadata 기록 필요,ML
ml-06,amount__paid_recv_ratio__log1p,현재 거래 지급 금액과 수취 금액의 비율의 log1p 변환값,False,ml_05__r00_Xy_all.parquet: amount__paid_recv_ratio,amount__paid_recv_ratio에 log1p 변환 적용; 원천 ratio는 ML-05 산출물에서 가져오며 추가 미래 정보 미사용,float32,log(비율+1),현재 거래,수취 금액 0 또는 결측 시 처리 정책 확인 필요 이후 log1p 적용,극단 ratio 완화를 위해 log1p 변환; finite 여부 및 변환 후 분포 확인,낮음: ML-05 과거 기반 ratio feature의 순수 변환이며 clipping cap은 train split에서만 산출,"finite 여부, 결측률, 음수 입력 여부, base ratio와 변환값 정합성 확인",제외 ,ML-06 ratio_transform; base_column=amount__paid_recv_ratio; transform=log1p; ratio_quantile=0.9999; action=created,ML
ml-06,amount__paid_recv_ratio__clip_train_p9999,현재 거래 지급 금액과 수취 금액의 비율의 train p99.99 상한 clipping 값,True,ml_05__r00_Xy_all.parquet: amount__paid_recv_ratio,amount__paid_recv_ratio을 train split 기준 p99.99 상한값으로 clipping; cap은 train split에서만 산출하고 val/test에는 동일 cap 적용,float32,비율,현재 거래,수취 금액 0 또는 결측 시 처리 정책 확인 필요 이후 train p99.99 cap 적용,train split 기준 p99.99 clipping; cap 산출 split과 clipped count 확인,낮음: ML-05 과거 기반 ratio feature의 순수 변환이며 clipping cap은 train split에서만 산출,"finite 여부, 결측률, train cap 적용 여부, split별 clipped count 확인",사용,ML-06 ratio_transform; base_column=amount__paid_recv_ratio; transform=clip_train_p9999; ratio_quantile=0.9999; action=created,ML
ml-06,timehist__sender__out__amount__cur_vs_mean_ratio__log1p__w1d,현재 출금 금액 대비 송신 계좌 과거 1d 평균 금액 비율의 log1p 변환값,False,ml_05__r00_Xy_all.parquet: timehist__sender__out__amount__cur_vs_mean_ratio__w1d,timehist__sender__out__amount__cur_vs_mean_ratio__w1d에 log1p 변환 적용; 원천 ratio는 ML-05 산출물에서 가져오며 추가 미래 정보 미사용,float32,log(비율+1),현재 거래 시점 이전 1d,rolling mean 이력이 없거나 분모 0이면 0.0 이후 log1p 적용,극단 ratio 완화를 위해 log1p 변환; finite 여부 및 변환 후 분포 확인,낮음: ML-05 과거 기반 ratio feature의 순수 변환이며 clipping cap은 train split에서만 산출,"finite 여부, 결측률, 음수 입력 여부, base ratio와 변환값 정합성 확인",제외 ,ML-06 ratio_transform; base_column=timehist__sender__out__amount__cur_vs_mean_ratio__w1d; transform=log1p; ratio_quantile=0.9999; action=created,ML
ml-06,timehist__sender__out__amount__cur_vs_mean_ratio__clip_train_p9999__w1d,현재 출금 금액 대비 송신 계좌 과거 1d 평균 금액 비율의 train p99.99 상한 clipping 값,True,ml_05__r00_Xy_all.parquet: timehist__sender__out__amount__cur_vs_mean_ratio__w1d,timehist__sender__out__amount__cur_vs_mean_ratio__w1d을 train split 기준 p99.99 상한값으로 clipping; cap은 train split에서만 산출하고 val/test에는 동일 cap 적용,float32,비율,현재 거래 시점 이전 1d,rolling mean 이력이 없거나 분모 0이면 0.0 이후 train p99.99 cap 적용,train split 기준 p99.99 clipping; cap 산출 split과 clipped count 확인,낮음: ML-05 과거 기반 ratio feature의 순수 변환이며 clipping cap은 train split에서만 산출,"finite 여부, 결측률, train cap 적용 여부, split별 clipped count 확인",사용,ML-06 ratio_transform; base_column=timehist__sender__out__amount__cur_vs_mean_ratio__w1d; transform=clip_train_p9999; ratio_quantile=0.9999; action=created,ML
ml-06,timehist__sender__out__amount__cur_vs_mean_ratio__log1p__w3d,현재 출금 금액 대비 송신 계좌 과거 3d 평균 금액 비율의 log1p 변환값,False,ml_05__r00_Xy_all.parquet: timehist__sender__out__amount__cur_vs_mean_ratio__w3d,timehist__sender__out__amount__cur_vs_mean_ratio__w3d에 log1p 변환 적용; 원천 ratio는 ML-05 산출물에서 가져오며 추가 미래 정보 미사용,float32,log(비율+1),현재 거래 시점 이전 3d,rolling mean 이력이 없거나 분모 0이면 0.0 이후 log1p 적용,극단 ratio 완화를 위해 log1p 변환; finite 여부 및 변환 후 분포 확인,낮음: ML-05 과거 기반 ratio feature의 순수 변환이며 clipping cap은 train split에서만 산출,"finite 여부, 결측률, 음수 입력 여부, base ratio와 변환값 정합성 확인",제외 ,ML-06 ratio_transform; base_column=timehist__sender__out__amount__cur_vs_mean_ratio__w3d; transform=log1p; ratio_quantile=0.9999; action=created,ML
ml-06,timehist__sender__out__amount__cur_vs_mean_ratio__clip_train_p9999__w3d,현재 출금 금액 대비 송신 계좌 과거 3d 평균 금액 비율의 train p99.99 상한 clipping 값,True,ml_05__r00_Xy_all.parquet: timehist__sender__out__amount__cur_vs_mean_ratio__w3d,timehist__sender__out__amount__cur_vs_mean_ratio__w3d을 train split 기준 p99.99 상한값으로 clipping; cap은 train split에서만 산출하고 val/test에는 동일 cap 적용,float32,비율,현재 거래 시점 이전 3d,rolling mean 이력이 없거나 분모 0이면 0.0 이후 train p99.99 cap 적용,train split 기준 p99.99 clipping; cap 산출 split과 clipped count 확인,낮음: ML-05 과거 기반 ratio feature의 순수 변환이며 clipping cap은 train split에서만 산출,"finite 여부, 결측률, train cap 적용 여부, split별 clipped count 확인",사용,ML-06 ratio_transform; base_column=timehist__sender__out__amount__cur_vs_mean_ratio__w3d; transform=clip_train_p9999; ratio_quantile=0.9999; action=created,ML
ml-06,timehist__sender__out__amount__cur_vs_mean_ratio__log1p__w7d,현재 출금 금액 대비 송신 계좌 과거 7d 평균 금액 비율의 log1p 변환값,False,ml_05__r00_Xy_all.parquet: timehist__sender__out__amount__cur_vs_mean_ratio__w7d,timehist__sender__out__amount__cur_vs_mean_ratio__w7d에 log1p 변환 적용; 원천 ratio는 ML-05 산출물에서 가져오며 추가 미래 정보 미사용,float32,log(비율+1),현재 거래 시점 이전 7d,rolling mean 이력이 없거나 분모 0이면 0.0 이후 log1p 적용,극단 ratio 완화를 위해 log1p 변환; finite 여부 및 변환 후 분포 확인,낮음: ML-05 과거 기반 ratio feature의 순수 변환이며 clipping cap은 train split에서만 산출,"finite 여부, 결측률, 음수 입력 여부, base ratio와 변환값 정합성 확인",제외 ,ML-06 ratio_transform; base_column=timehist__sender__out__amount__cur_vs_mean_ratio__w7d; transform=log1p; ratio_quantile=0.9999; action=created,ML
ml-06,timehist__sender__out__amount__cur_vs_mean_ratio__clip_train_p9999__w7d,현재 출금 금액 대비 송신 계좌 과거 7d 평균 금액 비율의 train p99.99 상한 clipping 값,True,ml_05__r00_Xy_all.parquet: timehist__sender__out__amount__cur_vs_mean_ratio__w7d,timehist__sender__out__amount__cur_vs_mean_ratio__w7d을 train split 기준 p99.99 상한값으로 clipping; cap은 train split에서만 산출하고 val/test에는 동일 cap 적용,float32,비율,현재 거래 시점 이전 7d,rolling mean 이력이 없거나 분모 0이면 0.0 이후 train p99.99 cap 적용,train split 기준 p99.99 clipping; cap 산출 split과 clipped count 확인,낮음: ML-05 과거 기반 ratio feature의 순수 변환이며 clipping cap은 train split에서만 산출,"finite 여부, 결측률, train cap 적용 여부, split별 clipped count 확인",사용,ML-06 ratio_transform; base_column=timehist__sender__out__amount__cur_vs_mean_ratio__w7d; transform=clip_train_p9999; ratio_quantile=0.9999; action=created,ML
ml-06,timehist__receiver__in__amount__cur_vs_mean_ratio__log1p__w1d,현재 입금 금액 대비 수신 계좌 과거 1d 평균 금액 비율의 log1p 변환값,False,ml_05__r00_Xy_all.parquet: timehist__receiver__in__amount__cur_vs_mean_ratio__w1d,timehist__receiver__in__amount__cur_vs_mean_ratio__w1d에 log1p 변환 적용; 원천 ratio는 ML-05 산출물에서 가져오며 추가 미래 정보 미사용,float32,log(비율+1),현재 거래 시점 이전 1d,rolling mean 이력이 없거나 분모 0이면 0.0 이후 log1p 적용,극단 ratio 완화를 위해 log1p 변환; finite 여부 및 변환 후 분포 확인,낮음: ML-05 과거 기반 ratio feature의 순수 변환이며 clipping cap은 train split에서만 산출,"finite 여부, 결측률, 음수 입력 여부, base ratio와 변환값 정합성 확인",제외 ,ML-06 ratio_transform; base_column=timehist__receiver__in__amount__cur_vs_mean_ratio__w1d; transform=log1p; ratio_quantile=0.9999; action=created,ML
ml-06,timehist__receiver__in__amount__cur_vs_mean_ratio__clip_train_p9999__w1d,현재 입금 금액 대비 수신 계좌 과거 1d 평균 금액 비율의 train p99.99 상한 clipping 값,True,ml_05__r00_Xy_all.parquet: timehist__receiver__in__amount__cur_vs_mean_ratio__w1d,timehist__receiver__in__amount__cur_vs_mean_ratio__w1d을 train split 기준 p99.99 상한값으로 clipping; cap은 train split에서만 산출하고 val/test에는 동일 cap 적용,float32,비율,현재 거래 시점 이전 1d,rolling mean 이력이 없거나 분모 0이면 0.0 이후 train p99.99 cap 적용,train split 기준 p99.99 clipping; cap 산출 split과 clipped count 확인,낮음: ML-05 과거 기반 ratio feature의 순수 변환이며 clipping cap은 train split에서만 산출,"finite 여부, 결측률, train cap 적용 여부, split별 clipped count 확인",사용,ML-06 ratio_transform; base_column=timehist__receiver__in__amount__cur_vs_mean_ratio__w1d; transform=clip_train_p9999; ratio_quantile=0.9999; action=created,ML
ml-06,timehist__receiver__in__amount__cur_vs_mean_ratio__log1p__w3d,현재 입금 금액 대비 수신 계좌 과거 3d 평균 금액 비율의 log1p 변환값,False,ml_05__r00_Xy_all.parquet: timehist__receiver__in__amount__cur_vs_mean_ratio__w3d,timehist__receiver__in__amount__cur_vs_mean_ratio__w3d에 log1p 변환 적용; 원천 ratio는 ML-05 산출물에서 가져오며 추가 미래 정보 미사용,float32,log(비율+1),현재 거래 시점 이전 3d,rolling mean 이력이 없거나 분모 0이면 0.0 이후 log1p 적용,극단 ratio 완화를 위해 log1p 변환; finite 여부 및 변환 후 분포 확인,낮음: ML-05 과거 기반 ratio feature의 순수 변환이며 clipping cap은 train split에서만 산출,"finite 여부, 결측률, 음수 입력 여부, base ratio와 변환값 정합성 확인",제외 ,ML-06 ratio_transform; base_column=timehist__receiver__in__amount__cur_vs_mean_ratio__w3d; transform=log1p; ratio_quantile=0.9999; action=created,ML
ml-06,timehist__receiver__in__amount__cur_vs_mean_ratio__clip_train_p9999__w3d,현재 입금 금액 대비 수신 계좌 과거 3d 평균 금액 비율의 train p99.99 상한 clipping 값,True,ml_05__r00_Xy_all.parquet: timehist__receiver__in__amount__cur_vs_mean_ratio__w3d,timehist__receiver__in__amount__cur_vs_mean_ratio__w3d을 train split 기준 p99.99 상한값으로 clipping; cap은 train split에서만 산출하고 val/test에는 동일 cap 적용,float32,비율,현재 거래 시점 이전 3d,rolling mean 이력이 없거나 분모 0이면 0.0 이후 train p99.99 cap 적용,train split 기준 p99.99 clipping; cap 산출 split과 clipped count 확인,낮음: ML-05 과거 기반 ratio feature의 순수 변환이며 clipping cap은 train split에서만 산출,"finite 여부, 결측률, train cap 적용 여부, split별 clipped count 확인",사용,ML-06 ratio_transform; base_column=timehist__receiver__in__amount__cur_vs_mean_ratio__w3d; transform=clip_train_p9999; ratio_quantile=0.9999; action=created,ML
ml-06,timehist__receiver__in__amount__cur_vs_mean_ratio__log1p__w7d,현재 입금 금액 대비 수신 계좌 과거 7d 평균 금액 비율의 log1p 변환값,False,ml_05__r00_Xy_all.parquet: timehist__receiver__in__amount__cur_vs_mean_ratio__w7d,timehist__receiver__in__amount__cur_vs_mean_ratio__w7d에 log1p 변환 적용; 원천 ratio는 ML-05 산출물에서 가져오며 추가 미래 정보 미사용,float32,log(비율+1),현재 거래 시점 이전 7d,rolling mean 이력이 없거나 분모 0이면 0.0 이후 log1p 적용,극단 ratio 완화를 위해 log1p 변환; finite 여부 및 변환 후 분포 확인,낮음: ML-05 과거 기반 ratio feature의 순수 변환이며 clipping cap은 train split에서만 산출,"finite 여부, 결측률, 음수 입력 여부, base ratio와 변환값 정합성 확인",제외 ,ML-06 ratio_transform; base_column=timehist__receiver__in__amount__cur_vs_mean_ratio__w7d; transform=log1p; ratio_quantile=0.9999; action=created,ML
ml-06,timehist__receiver__in__amount__cur_vs_mean_ratio__clip_train_p9999__w7d,현재 입금 금액 대비 수신 계좌 과거 7d 평균 금액 비율의 train p99.99 상한 clipping 값,True,ml_05__r00_Xy_all.parquet: timehist__receiver__in__amount__cur_vs_mean_ratio__w7d,timehist__receiver__in__amount__cur_vs_mean_ratio__w7d을 train split 기준 p99.99 상한값으로 clipping; cap은 train split에서만 산출하고 val/test에는 동일 cap 적용,float32,비율,현재 거래 시점 이전 7d,rolling mean 이력이 없거나 분모 0이면 0.0 이후 train p99.99 cap 적용,train split 기준 p99.99 clipping; cap 산출 split과 clipped count 확인,낮음: ML-05 과거 기반 ratio feature의 순수 변환이며 clipping cap은 train split에서만 산출,"finite 여부, 결측률, train cap 적용 여부, split별 clipped count 확인",사용,ML-06 ratio_transform; base_column=timehist__receiver__in__amount__cur_vs_mean_ratio__w7d; transform=clip_train_p9999; ratio_quantile=0.9999; action=created,ML
ml-06,pair__sender_receiver__bidirectional__amount_ratio__log1p__w1d,과거 1d 동일 pair 양방향 금액 비율의 log1p 변환값,False,ml_05__r00_Xy_all.parquet: pair__sender_receiver__bidirectional__amount_ratio__w1d,pair__sender_receiver__bidirectional__amount_ratio__w1d에 log1p 변환 적용; 원천 ratio는 ML-05 산출물에서 가져오며 추가 미래 정보 미사용,float32,log(비율+1),현재 거래 시점 이전 1d,이전 이력 없음 또는 분모 0이면 0.0으로 대체 이후 log1p 적용,극단 ratio 완화를 위해 log1p 변환; finite 여부 및 변환 후 분포 확인,낮음: ML-05 과거 기반 ratio feature의 순수 변환이며 clipping cap은 train split에서만 산출,"finite 여부, 결측률, 음수 입력 여부, base ratio와 변환값 정합성 확인",제외 ,ML-06 ratio_transform; base_column=pair__sender_receiver__bidirectional__amount_ratio__w1d; transform=log1p; ratio_quantile=0.9999; action=created,ML
ml-06,pair__sender_receiver__bidirectional__amount_ratio__clip_train_p9999__w1d,과거 1d 동일 pair 양방향 금액 비율의 train p99.99 상한 clipping 값,True,ml_05__r00_Xy_all.parquet: pair__sender_receiver__bidirectional__amount_ratio__w1d,pair__sender_receiver__bidirectional__amount_ratio__w1d을 train split 기준 p99.99 상한값으로 clipping; cap은 train split에서만 산출하고 val/test에는 동일 cap 적용,float32,비율,현재 거래 시점 이전 1d,이전 이력 없음 또는 분모 0이면 0.0으로 대체 이후 train p99.99 cap 적용,train split 기준 p99.99 clipping; cap 산출 split과 clipped count 확인,낮음: ML-05 과거 기반 ratio feature의 순수 변환이며 clipping cap은 train split에서만 산출,"finite 여부, 결측률, train cap 적용 여부, split별 clipped count 확인",사용,ML-06 ratio_transform; base_column=pair__sender_receiver__bidirectional__amount_ratio__w1d; transform=clip_train_p9999; ratio_quantile=0.9999; action=created,ML
ml-06,pair__sender_receiver__bidirectional__amount_ratio__log1p__w3d,과거 3d 동일 pair 양방향 금액 비율의 log1p 변환값,False,ml_05__r00_Xy_all.parquet: pair__sender_receiver__bidirectional__amount_ratio__w3d,pair__sender_receiver__bidirectional__amount_ratio__w3d에 log1p 변환 적용; 원천 ratio는 ML-05 산출물에서 가져오며 추가 미래 정보 미사용,float32,log(비율+1),현재 거래 시점 이전 3d,이전 이력 없음 또는 분모 0이면 0.0으로 대체 이후 log1p 적용,극단 ratio 완화를 위해 log1p 변환; finite 여부 및 변환 후 분포 확인,낮음: ML-05 과거 기반 ratio feature의 순수 변환이며 clipping cap은 train split에서만 산출,"finite 여부, 결측률, 음수 입력 여부, base ratio와 변환값 정합성 확인",제외 ,ML-06 ratio_transform; base_column=pair__sender_receiver__bidirectional__amount_ratio__w3d; transform=log1p; ratio_quantile=0.9999; action=created,ML
ml-06,pair__sender_receiver__bidirectional__amount_ratio__clip_train_p9999__w3d,과거 3d 동일 pair 양방향 금액 비율의 train p99.99 상한 clipping 값,True,ml_05__r00_Xy_all.parquet: pair__sender_receiver__bidirectional__amount_ratio__w3d,pair__sender_receiver__bidirectional__amount_ratio__w3d을 train split 기준 p99.99 상한값으로 clipping; cap은 train split에서만 산출하고 val/test에는 동일 cap 적용,float32,비율,현재 거래 시점 이전 3d,이전 이력 없음 또는 분모 0이면 0.0으로 대체 이후 train p99.99 cap 적용,train split 기준 p99.99 clipping; cap 산출 split과 clipped count 확인,낮음: ML-05 과거 기반 ratio feature의 순수 변환이며 clipping cap은 train split에서만 산출,"finite 여부, 결측률, train cap 적용 여부, split별 clipped count 확인",사용,ML-06 ratio_transform; base_column=pair__sender_receiver__bidirectional__amount_ratio__w3d; transform=clip_train_p9999; ratio_quantile=0.9999; action=created,ML
ml-06,pair__sender_receiver__bidirectional__amount_ratio__log1p__w7d,과거 7d 동일 pair 양방향 금액 비율의 log1p 변환값,False,ml_05__r00_Xy_all.parquet: pair__sender_receiver__bidirectional__amount_ratio__w7d,pair__sender_receiver__bidirectional__amount_ratio__w7d에 log1p 변환 적용; 원천 ratio는 ML-05 산출물에서 가져오며 추가 미래 정보 미사용,float32,log(비율+1),현재 거래 시점 이전 7d,이전 이력 없음 또는 분모 0이면 0.0으로 대체 이후 log1p 적용,극단 ratio 완화를 위해 log1p 변환; finite 여부 및 변환 후 분포 확인,낮음: ML-05 과거 기반 ratio feature의 순수 변환이며 clipping cap은 train split에서만 산출,"finite 여부, 결측률, 음수 입력 여부, base ratio와 변환값 정합성 확인",제외 ,ML-06 ratio_transform; base_column=pair__sender_receiver__bidirectional__amount_ratio__w7d; transform=log1p; ratio_quantile=0.9999; action=created,ML
ml-06,pair__sender_receiver__bidirectional__amount_ratio__clip_train_p9999__w7d,과거 7d 동일 pair 양방향 금액 비율의 train p99.99 상한 clipping 값,True,ml_05__r00_Xy_all.parquet: pair__sender_receiver__bidirectional__amount_ratio__w7d,pair__sender_receiver__bidirectional__amount_ratio__w7d을 train split 기준 p99.99 상한값으로 clipping; cap은 train split에서만 산출하고 val/test에는 동일 cap 적용,float32,비율,현재 거래 시점 이전 7d,이전 이력 없음 또는 분모 0이면 0.0으로 대체 이후 train p99.99 cap 적용,train split 기준 p99.99 clipping; cap 산출 split과 clipped count 확인,낮음: ML-05 과거 기반 ratio feature의 순수 변환이며 clipping cap은 train split에서만 산출,"finite 여부, 결측률, train cap 적용 여부, split별 clipped count 확인",사용,ML-06 ratio_transform; base_column=pair__sender_receiver__bidirectional__amount_ratio__w7d; transform=clip_train_p9999; ratio_quantile=0.9999; action=created,ML
ml-06,flowbalance__sender__net__amount__in_out_ratio__log1p__w6h,현재 송신 계좌의 과거 6h 입금/출금 금액 비율의 log1p 변환값,False,ml_05__r00_Xy_all.parquet: flowbalance__sender__net__amount__in_out_ratio__w6h,flowbalance__sender__net__amount__in_out_ratio__w6h에 log1p 변환 적용; 원천 ratio는 ML-05 산출물에서 가져오며 추가 미래 정보 미사용,float32,log(비율+1),현재 거래 시점 이전 6h,이전 window 이력 없음 또는 출금 합계 0이면 0.0으로 대체 이후 log1p 적용,극단 ratio 완화를 위해 log1p 변환; finite 여부 및 변환 후 분포 확인,낮음: ML-05 과거 기반 ratio feature의 순수 변환이며 clipping cap은 train split에서만 산출,"finite 여부, 결측률, 음수 입력 여부, base ratio와 변환값 정합성 확인",제외 ,ML-06 ratio_transform; base_column=flowbalance__sender__net__amount__in_out_ratio__w6h; transform=log1p; ratio_quantile=0.9999; action=created,ML
ml-06,flowbalance__sender__net__amount__in_out_ratio__clip_train_p9999__w6h,현재 송신 계좌의 과거 6h 입금/출금 금액 비율의 train p99.99 상한 clipping 값,True,ml_05__r00_Xy_all.parquet: flowbalance__sender__net__amount__in_out_ratio__w6h,flowbalance__sender__net__amount__in_out_ratio__w6h을 train split 기준 p99.99 상한값으로 clipping; cap은 train split에서만 산출하고 val/test에는 동일 cap 적용,float32,비율,현재 거래 시점 이전 6h,이전 window 이력 없음 또는 출금 합계 0이면 0.0으로 대체 이후 train p99.99 cap 적용,train split 기준 p99.99 clipping; cap 산출 split과 clipped count 확인,낮음: ML-05 과거 기반 ratio feature의 순수 변환이며 clipping cap은 train split에서만 산출,"finite 여부, 결측률, train cap 적용 여부, split별 clipped count 확인",사용,ML-06 ratio_transform; base_column=flowbalance__sender__net__amount__in_out_ratio__w6h; transform=clip_train_p9999; ratio_quantile=0.9999; action=created,ML
ml-06,flowbalance__sender__net__amount__in_out_ratio__log1p__w1d,현재 송신 계좌의 과거 1d 입금/출금 금액 비율의 log1p 변환값,False,ml_05__r00_Xy_all.parquet: flowbalance__sender__net__amount__in_out_ratio__w1d,flowbalance__sender__net__amount__in_out_ratio__w1d에 log1p 변환 적용; 원천 ratio는 ML-05 산출물에서 가져오며 추가 미래 정보 미사용,float32,log(비율+1),현재 거래 시점 이전 1d,이전 window 이력 없음 또는 출금 합계 0이면 0.0으로 대체 이후 log1p 적용,극단 ratio 완화를 위해 log1p 변환; finite 여부 및 변환 후 분포 확인,낮음: ML-05 과거 기반 ratio feature의 순수 변환이며 clipping cap은 train split에서만 산출,"finite 여부, 결측률, 음수 입력 여부, base ratio와 변환값 정합성 확인",제외 ,ML-06 ratio_transform; base_column=flowbalance__sender__net__amount__in_out_ratio__w1d; transform=log1p; ratio_quantile=0.9999; action=created,ML
ml-06,flowbalance__sender__net__amount__in_out_ratio__clip_train_p9999__w1d,현재 송신 계좌의 과거 1d 입금/출금 금액 비율의 train p99.99 상한 clipping 값,True,ml_05__r00_Xy_all.parquet: flowbalance__sender__net__amount__in_out_ratio__w1d,flowbalance__sender__net__amount__in_out_ratio__w1d을 train split 기준 p99.99 상한값으로 clipping; cap은 train split에서만 산출하고 val/test에는 동일 cap 적용,float32,비율,현재 거래 시점 이전 1d,이전 window 이력 없음 또는 출금 합계 0이면 0.0으로 대체 이후 train p99.99 cap 적용,train split 기준 p99.99 clipping; cap 산출 split과 clipped count 확인,낮음: ML-05 과거 기반 ratio feature의 순수 변환이며 clipping cap은 train split에서만 산출,"finite 여부, 결측률, train cap 적용 여부, split별 clipped count 확인",사용,ML-06 ratio_transform; base_column=flowbalance__sender__net__amount__in_out_ratio__w1d; transform=clip_train_p9999; ratio_quantile=0.9999; action=created,ML
ml-06,flowbalance__sender__net__amount__in_out_ratio__log1p__w3d,현재 송신 계좌의 과거 3d 입금/출금 금액 비율의 log1p 변환값,False,ml_05__r00_Xy_all.parquet: flowbalance__sender__net__amount__in_out_ratio__w3d,flowbalance__sender__net__amount__in_out_ratio__w3d에 log1p 변환 적용; 원천 ratio는 ML-05 산출물에서 가져오며 추가 미래 정보 미사용,float32,log(비율+1),현재 거래 시점 이전 3d,이전 window 이력 없음 또는 출금 합계 0이면 0.0으로 대체 이후 log1p 적용,극단 ratio 완화를 위해 log1p 변환; finite 여부 및 변환 후 분포 확인,낮음: ML-05 과거 기반 ratio feature의 순수 변환이며 clipping cap은 train split에서만 산출,"finite 여부, 결측률, 음수 입력 여부, base ratio와 변환값 정합성 확인",제외 ,ML-06 ratio_transform; base_column=flowbalance__sender__net__amount__in_out_ratio__w3d; transform=log1p; ratio_quantile=0.9999; action=created,ML
ml-06,flowbalance__sender__net__amount__in_out_ratio__clip_train_p9999__w3d,현재 송신 계좌의 과거 3d 입금/출금 금액 비율의 train p99.99 상한 clipping 값,True,ml_05__r00_Xy_all.parquet: flowbalance__sender__net__amount__in_out_ratio__w3d,flowbalance__sender__net__amount__in_out_ratio__w3d을 train split 기준 p99.99 상한값으로 clipping; cap은 train split에서만 산출하고 val/test에는 동일 cap 적용,float32,비율,현재 거래 시점 이전 3d,이전 window 이력 없음 또는 출금 합계 0이면 0.0으로 대체 이후 train p99.99 cap 적용,train split 기준 p99.99 clipping; cap 산출 split과 clipped count 확인,낮음: ML-05 과거 기반 ratio feature의 순수 변환이며 clipping cap은 train split에서만 산출,"finite 여부, 결측률, train cap 적용 여부, split별 clipped count 확인",사용,ML-06 ratio_transform; base_column=flowbalance__sender__net__amount__in_out_ratio__w3d; transform=clip_train_p9999; ratio_quantile=0.9999; action=created,ML
ml-06,flowbalance__sender__net__amount__in_out_ratio__log1p__w7d,현재 송신 계좌의 과거 7d 입금/출금 금액 비율의 log1p 변환값,False,ml_05__r00_Xy_all.parquet: flowbalance__sender__net__amount__in_out_ratio__w7d,flowbalance__sender__net__amount__in_out_ratio__w7d에 log1p 변환 적용; 원천 ratio는 ML-05 산출물에서 가져오며 추가 미래 정보 미사용,float32,log(비율+1),현재 거래 시점 이전 7d,이전 window 이력 없음 또는 출금 합계 0이면 0.0으로 대체 이후 log1p 적용,극단 ratio 완화를 위해 log1p 변환; finite 여부 및 변환 후 분포 확인,낮음: ML-05 과거 기반 ratio feature의 순수 변환이며 clipping cap은 train split에서만 산출,"finite 여부, 결측률, 음수 입력 여부, base ratio와 변환값 정합성 확인",제외 ,ML-06 ratio_transform; base_column=flowbalance__sender__net__amount__in_out_ratio__w7d; transform=log1p; ratio_quantile=0.9999; action=created,ML
